0,25.78438687324524
1,28.744845867156982
2,31.83255624771118
3,34.920247316360474
4,37.96099901199341
5,41.04257607460022
6,44.10399389266968
7,47.11075210571289
8,50.320894956588745
9,53.4696900844574
10,56.52152609825134
11,59.575809478759766
12,62.61988711357117
13,65.66550087928772
14,68.71082854270935
15,71.81533145904541
16,74.88210964202881
17,77.88723468780518
18,80.99505424499512
19,87.7125391960144
20,90.7366316318512
21,93.7516016960144
22,96.82250833511353
23,99.86668848991394
24,102.94490766525269
25,106.02553200721741
26,109.04377293586731
27,112.14504027366638
28,115.27567291259766
29,118.34082889556885
30,121.48988056182861
31,124.489177942276
32,127.57968044281006
33,130.63754177093506
34,133.719162940979
35,136.75461840629578
36,140.01357531547546
37,143.2236442565918
38,146.42486357688904
39,153.43549013137817
40,156.66930508613586
41,159.86209797859192
42,162.86150979995728
43,166.13447546958923
44,169.30856013298035
45,172.56727623939514
46,175.92649960517883
47,179.30230379104614
48,182.62434315681458
49,185.77240800857544
50,188.85045981407166
51,191.9731261730194
52,195.0433509349823
53,197.9586958885193
54,201.06102848052979
55,204.25874614715576
56,207.28476405143738
57,210.33285188674927
58,213.36724376678467
59,220.1711151599884
60,223.18627309799194
61,226.27271842956543
62,229.32927799224854
63,232.45001411437988
64,235.46711087226868
65,238.45929527282715
66,241.5281219482422
67,244.58895230293274
68,247.6549744606018
69,250.6926634311676
70,253.67752313613892
71,256.6743607521057
72,259.7547173500061
73,262.76971411705017
74,265.703830242157
75,268.811096906662
76,271.8262140750885
77,274.78897881507874
78,277.86559653282166
79,284.4379940032959
80,287.68866515159607
81,290.7073667049408
82,293.6307439804077
83,296.4355945587158
84,299.5111014842987
85,302.4692509174347
86,305.39720368385315
87,308.4794023036957
88,311.60183024406433
89,314.60796642303467
90,317.68171429634094
91,320.74345898628235
92,323.84594893455505
93,326.8497369289398
94,329.8946599960327
95,333.1418924331665
96,336.1489601135254
97,339.1802294254303
98,342.36366057395935
99,349.04267859458923
100,352.1275441646576
101,355.2407727241516
102,358.33901357650757
103,361.4506549835205
104,364.46630096435547
105,367.64526748657227
106,371.1708474159241
107,374.2577769756317
108,377.5531837940216
109,380.73415517807007
110,383.88881492614746
111,386.90129709243774
112,390.13735365867615
113,393.3570775985718
114,396.5513689517975
115,399.68474078178406
116,402.9674618244171
117,406.12744069099426
118,409.3779661655426
119,416.17608737945557
120,419.5388786792755
121,422.7621364593506
122,425.9673933982849
123,429.0661070346832
124,432.1398015022278
125,435.32996678352356
126,438.5081236362457
127,441.6935613155365
128,444.8830051422119
129,447.88968229293823
130,450.97779655456543
131,454.05950808525085
132,457.2191047668457
133,460.3862736225128
134,463.6382577419281
135,466.6825714111328
136,469.8847670555115
137,473.0654561519623
138,476.142169713974
139,483.25092458724976
140,486.3982629776001
141,489.48896169662476
142,492.69252038002014
143,495.9296703338623
144,499.19042134284973
145,502.4341597557068
146,505.66967153549194
147,508.87789154052734
148,512.2074253559113
149,515.4205143451691
150,518.3948633670807
151,521.6009097099304
152,524.6504805088043
153,527.7765123844147
154,530.8198025226593
155,534.0217134952545
156,537.2513432502747
157,540.5028810501099
158,543.7076389789581
159,550.4895355701447
160,553.6368811130524
161,556.7605481147766
162,559.8426194190979
163,563.0824701786041
164,566.1710312366486
165,569.3099465370178
166,572.4900221824646
167,575.6307301521301
168,578.7169814109802
169,581.7877995967865
170,584.9053008556366
171,588.0091569423676
172,591.2325532436371
173,594.4609127044678
174,597.5664751529694
175,600.8955554962158
176,604.11598777771
177,607.250782251358
178,610.5532205104828
179,617.4077155590057
180,620.6364078521729
181,623.7415220737457
182,626.9039914608002
183,630.0728635787964
184,633.2922866344452
185,636.4346351623535
186,639.671249628067
187,643.0223417282104
188,646.1658563613892
189,649.4157583713531
190,652.6562383174896
191,655.8625771999359
192,658.9978697299957
193,662.1899111270905
194,665.4567940235138
195,668.611968755722
196,671.7737510204315
197,674.982394695282
198,678.0286943912506
199,684.7249128818512
